,fecha,abrir,max,min,cerrar,cierre_ajustado,volumen,volatilidad
199,29 jul 2024,1.0854,1.0872,1.0803,1.0854,1.0854,,0.06734001782000164
5409,29 jun 2004,1.2187,1.2191,1.2075,1.2098,1.2098,,0.07950353451261534
5149,29 jun 2005,1.2066,1.2108,1.2024,1.2078,1.2078,,0.085180091570735
4889,29 jun 2006,1.2546,1.267,1.2523,1.2664,1.2664,,0.10179593312111836
4628,29 jun 2007,1.3447,1.3551,1.3434,1.3536,1.3536,,0.09780869082040133
4129,29 jun 2009,1.4062,1.4102,1.3985,1.4086,1.4086,,0.08923826533501453
3868,29 jun 2010,1.2273,1.229,1.2154,1.2186,1.2186,,0.08734655116261031
3607,29 jun 2011,1.4358,1.4448,1.4334,1.4358,1.4358,,0.09241980307273776
3345,29 jun 2012,1.2441,1.2692,1.2436,1.2441,1.2441,,0.09707526976528841
2566,29 jun 2015,1.0983,1.1197,1.0983,1.0975,1.0975,,0.14068794191401854
2304,29 jun 2016,1.1078,1.1128,1.1052,1.1074,1.1074,,0.13678003143734385
2043,29 jun 2017,1.1378,1.1435,1.1378,1.1383,1.1383,,0.14171064533054806
1784,29 jun 2018,1.1564,1.1682,1.1564,1.1563,1.1563,,0.05829710112860692
1264,29 jun 2020,1.1224,1.1289,1.1221,1.1226,1.1226,,0.023593791556221527
1003,29 jun 2021,1.193,1.193,1.188,1.1929,1.1929,,0.03305775249467048
742,29 jun 2022,1.0524,1.0536,1.0468,1.0524,1.0524,,0.0518706564446473
481,29 jun 2023,1.0916,1.0941,1.0862,1.0916,1.0916,,0.0546928971622313
5475,29 mar 2004,1.2114,1.217,1.2065,1.2166,1.2166,,0.06868552977155154
5215,29 mar 2005,1.2895,1.2953,1.2881,1.2938,1.2938,,0.0974644447991139
4955,29 mar 2006,1.2009,1.205,1.1986,1.2031,1.2031,,0.0981818211279439
4694,29 mar 2007,1.3314,1.3352,1.3304,1.3335,1.3335,,0.09329312407675555
3934,29 mar 2010,1.3448,1.3505,1.3421,1.3481,1.3481,,0.06636766531980873
3673,29 mar 2011,1.4077,1.415,1.4051,1.408,1.408,,0.07588059699292737
3411,29 mar 2012,1.3326,1.3344,1.3257,1.3326,1.3326,,0.0748535436703116
3151,29 mar 2013,1.2814,1.2835,1.2795,1.2816,1.2816,,0.045261164368624304
2370,29 mar 2016,1.1201,1.1224,1.117,1.1203,1.1203,,0.10914823406726559
2109,29 mar 2017,1.0817,1.0826,1.0741,1.0818,1.0818,,0.13943327436448344
1850,29 mar 2018,1.2313,1.2338,1.2285,1.231,1.231,,0.10615812733842138
1589,29 mar 2019,1.123,1.1246,1.1211,1.123,1.123,,0.08456304157254227
1069,29 mar 2021,1.1788,1.1794,1.1762,1.1788,1.1788,,0.05832488319747438
808,29 mar 2022,1.0994,1.1136,1.097,1.0994,1.0994,,0.06138371119441162
547,29 mar 2023,1.084,1.0872,1.0821,1.084,1.084,,0.06084264951494918
285,29 mar 2024,1.0794,1.0807,1.0769,1.0794,1.0794,,0.040572552298299404
4912,29 may 2006,1.274,1.2769,1.2737,1.2751,1.2751,,0.08390231224465114
4651,29 may 2007,1.3451,1.3518,1.3423,1.3446,1.3446,,0.12440723451632427
4394,29 may 2008,1.5652,1.5664,1.549,1.5518,1.5518,,0.1974089460992125
4150,29 may 2009,1.3931,1.4165,1.3928,1.4157,1.4157,,0.17500867692775493
3368,29 may 2012,1.2525,1.2574,1.2475,1.2525,1.2525,,0.12101232581850528
3108,29 may 2013,1.2847,1.2969,1.284,1.2846,1.2846,,0.11925201465805145
2848,29 may 2014,1.3594,1.3626,1.3589,1.3593,1.3593,,0.11865389584840519
2587,29 may 2015,1.0958,1.1003,1.0929,1.096,1.096,,0.1217818418320322
2066,29 may 2017,1.1175,1.1191,1.1163,1.1176,1.1176,,0.11233394411308079
1807,29 may 2018,1.1628,1.164,1.1514,1.1627,1.1627,,0.11341196145028243
1547,29 may 2019,1.1171,1.1176,1.1126,1.1171,1.1171,,0.10828953319688651
1285,29 may 2020,1.1078,1.1145,1.107,1.1079,1.1079,,0.02529590876008283
504,29 may 2023,1.0723,1.0746,1.0706,1.0723,1.0723,,0.03224441036828444
242,29 may 2024,1.0852,1.0859,1.081,1.0852,1.0852,,0.03487058932679777
5301,29 nov 2004,1.3272,1.3303,1.3234,1.3265,1.3265,,0.10477022477783912
5041,29 nov 2005,1.185,1.1861,1.1745,1.1768,1.1768,,0.10465334681699963
4780,29 nov 2006,1.3202,1.3214,1.314,1.3148,1.3148,,0.12153887032550598
4521,29 nov 2007,1.4843,1.4844,1.4726,1.476,1.476,,0.15025051746999743
3759,29 nov 2010,1.3243,1.3298,1.3068,1.3238,1.3238,,0.10590312554407015
3498,29 nov 2011,1.3308,1.3437,1.3289,1.3317,1.3317,,0.10596448461632374
3236,29 nov 2012,1.2953,1.3011,1.294,1.2953,1.2953,,0.07265388496153294
2977,29 nov 2013,1.3604,1.3622,1.36,1.3604,1.3604,,0.07021540429281795
2195,29 nov 2016,1.062,1.0634,1.0569,1.0621,1.0621,,0.12106549054128486
1936,29 nov 2017,1.185,1.1885,1.182,1.1848,1.1848,,0.12290574844164644
1675,29 nov 2018,1.1367,1.1401,1.135,1.1369,1.1369,,0.12013248936070685
1415,29 nov 2019,1.1011,1.1027,1.0983,1.1012,1.1012,,0.11612324056793895
894,29 nov 2021,1.1291,1.1298,1.1259,1.1293,1.1293,,0.045376458654221755
633,29 nov 2022,1.0346,1.0394,1.0325,1.0346,1.0346,,0.055188069362844754
372,29 nov 2023,1.1006,1.1017,1.0961,1.1006,1.1006,,0.04030418092453616
110,29 nov 2024,1.0563,1.0595,1.0543,1.0563,1.0563,,0.038178331550728424
5322,29 oct 2004,1.2708,1.2798,1.2662,1.2792,1.2792,,0.09638249322360476
4543,29 oct 2007,1.4408,1.4436,1.4379,1.4418,1.4418,,0.17399413783228374
4302,29 oct 2008,1.2815,1.2978,1.2636,1.2959,1.2959,,0.1568641546051903
4041,29 oct 2009,1.4719,1.486,1.4687,1.484,1.484,,0.16818740440354907
3780,29 oct 2010,1.3777,1.3941,1.3809,1.3778,1.3778,,0.0891386448180842
3259,29 oct 2012,1.2923,1.2937,1.289,1.2924,1.2924,,0.08569353534546599
3000,29 oct 2013,1.3791,1.3814,1.3755,1.3789,1.3789,,0.07835882209428824
2739,29 oct 2014,1.2738,1.277,1.2725,1.2738,1.2738,,0.08372682963067574
2478,29 oct 2015,1.0926,1.0982,1.091,1.0929,1.0929,,0.11672053375478633
1698,29 oct 2018,1.1399,1.1416,1.1364,1.1399,1.1399,,0.11698519991862656
1438,29 oct 2019,1.1102,1.1119,1.1075,1.1099,1.1099,,0.1231339189663031
1176,29 oct 2020,1.1747,1.1759,1.1656,1.1749,1.1749,,0.07171835190520674
915,29 oct 2021,1.1684,1.1692,1.1547,1.1684,1.1684,,0.03574143253982055
133,29 oct 2024,1.0817,1.0826,1.077,1.0817,1.0817,,0.03937788719571536
5343,29 sept 2004,1.2319,1.2342,1.23,1.2337,1.2337,,0.05951463685513807
5084,29 sept 2005,1.2062,1.2075,1.2013,1.2021,1.2021,,0.05676317468217778
4823,29 sept 2006,1.2706,1.2715,1.2644,1.2662,1.2662,,0.07081155979075655
4324,29 sept 2008,1.4548,1.456,1.431,1.4393,1.4393,,0.12926341323050883
4063,29 sept 2009,1.4589,1.4597,1.4583,1.4592,1.4592,,0.12026181854605072
3802,29 sept 2010,1.357,1.3642,1.3568,1.3571,1.3571,,0.11035187809912371
3541,29 sept 2011,1.3546,1.3677,1.3521,1.3538,1.3538,,0.07718702611193559
2761,29 sept 2014,1.2676,1.2715,1.2665,1.2673,1.2673,,0.07679956380087469
2500,29 sept 2015,1.1234,1.128,1.1195,1.1231,1.1231,,0.12562875865025097
2238,29 sept 2016,1.1225,1.125,1.1199,1.1225,1.1225,,0.11701144388478109
1978,29 sept 2017,1.1781,1.1832,1.1773,1.1782,1.1782,,0.10021929454950454
1198,29 sept 2020,1.1678,1.1742,1.1667,1.1679,1.1679,,0.059115564786267664
937,29 sept 2021,1.1687,1.1692,1.161,1.1686,1.1686,,0.02701967801434537
676,29 sept 2022,0.9708,0.9787,0.9638,0.9708,0.9708,,0.08703117257625644
415,29 sept 2023,1.0562,1.0618,1.0559,1.0562,1.0562,,0.09178086946634247
4952,3 abr 2006,1.2121,1.2149,1.2038,1.2139,1.2139,,0.09962744099894356
4691,3 abr 2007,1.3371,1.3382,1.3324,1.3325,1.3325,,0.14020850544813185
4433,3 abr 2008,1.5679,1.5686,1.5517,1.5667,1.5667,,0.2353209659167683
4190,3 abr 2009,1.3466,1.3494,1.3376,1.3489,1.3489,,0.1879905263570554
3408,3 abr 2012,1.3332,1.3367,1.3303,1.3333,1.3333,,0.12811911645029456
3148,3 abr 2013,1.2821,1.2863,1.2793,1.2821,1.2821,,0.11133193611899725
2888,3 abr 2014,1.3768,1.3799,1.37,1.3768,1.3768,,0.10907276470322325
2627,3 abr 2015,1.0871,1.1022,1.0866,1.0871,1.0871,,0.1162046814891822
2106,3 abr 2017,1.0668,1.0684,1.0644,1.0669,1.0669,,0.14313863210189226
1847,3 abr 2018,1.2293,1.2337,1.2255,1.2293,1.2293,,0.13130402887954482
1586,3 abr 2019,1.1203,1.1255,1.1202,1.1204,1.1204,,0.1285095910817536
1325,3 abr 2020,1.0844,1.0859,1.0776,1.0847,1.0847,,0.0653219871099927
544,3 abr 2023,1.0803,1.0916,1.0789,1.0803,1.0803,,0.06618294342198763
282,3 abr 2024,1.0769,1.0832,1.0765,1.0769,1.0769,,0.06444441015323257
22,3 abr 2025,1.0909,1.1133,1.0882,1.0909,1.0909,,0.01744069952717973
5384,3 ago 2004,1.2022,1.2078,1.2002,1.2053,1.2053,,0.05485519118550039
5124,3 ago 2005,1.2191,1.2345,1.2156,1.2335,1.2335,,0.07571084466573175
4864,3 ago 2006,1.2791,1.2831,1.2747,1.2799,1.2799,,0.08946272966995576
4603,3 ago 2007,1.3706,1.3816,1.3689,1.3787,1.3787,,0.10521344020609308
4104,3 ago 2009,1.4418,1.4422,1.4412,1.4412,1.4412,,0.09953327081937434
3843,3 ago 2010,1.3175,1.3261,1.315,1.3225,1.3225,,0.08156119175198163
3582,3 ago 2011,1.4176,1.4344,1.4145,1.4173,1.4173,,0.06658650013331883
3320,3 ago 2012,1.218,1.2392,1.217,1.218,1.218,,0.08901855424575345
2541,3 ago 2015,1.0969,1.0995,1.0944,1.0969,1.0969,,0.143329365448964
2279,3 ago 2016,1.1219,1.122,1.1164,1.1219,1.1219,,0.1351307218955076
2019,3 ago 2017,1.1851,1.1895,1.1834,1.1851,1.1851,,0.12667595667687018
1759,3 ago 2018,1.1586,1.1612,1.1562,1.1586,1.1586,,0.04835581660978277
1239,3 ago 2020,1.1784,1.1788,1.1701,1.1782,1.1782,,0.03772642310104064
978,3 ago 2021,1.1875,1.1896,1.1856,1.1875,1.1875,,0.02727238530087183
717,3 ago 2022,1.0156,1.0208,1.0123,1.0156,1.0156,,0.0732219570893775
456,3 ago 2023,1.0944,1.0954,1.0914,1.0944,1.0944,,0.07202928571073126
5558,3 dic 2003,1.209,1.213,1.2077,1.2123,1.2123,,0.08134602018536888
5297,3 dic 2004,1.3263,1.3466,1.3259,1.3466,1.3466,,0.12532919452385918
4519,3 dic 2007,1.4662,1.4704,1.4626,1.467,1.467,,0.18329812328553943
4277,3 dic 2008,1.2709,1.274,1.2611,1.2708,1.2708,,0.14009283350693627
4016,3 dic 2009,1.5067,1.5138,1.5041,1.5065,1.5065,,0.12536017310136557
3755,3 dic 2010,1.3213,1.3377,1.3195,1.3216,1.3216,,0.099988449332935
3234,3 dic 2012,1.2997,1.3076,1.2995,1.2997,1.2997,,0.10620483510652734
2975,3 dic 2013,1.3543,1.3594,1.3526,1.3542,1.3542,,0.0923547670670229
2714,3 dic 2014,1.2388,1.2393,1.2303,1.2389,1.2389,,0.10002548175342066
2453,3 dic 2015,1.0612,1.0892,1.0542,1.0613,1.0613,,0.11624660425148561
1673,3 dic 2018,1.1342,1.138,1.1322,1.1342,1.1342,,0.1196232544282277
1413,3 dic 2019,1.1076,1.1093,1.1066,1.1079,1.1079,,0.11747142205659837
1151,3 dic 2020,1.2113,1.2175,1.2102,1.2115,1.2115,,0.07343757893611894
890,3 dic 2021,1.1307,1.1332,1.1267,1.1306,1.1306,,0.05446168377858077
108,3 dic 2024,1.0501,1.053,1.0482,1.0501,1.0501,,0.05805896140991555
5276,3 ene 2005,1.3581,1.3581,1.3402,1.347,1.347,,0.11492861697592642
5016,3 ene 2006,1.1817,1.2035,1.1817,1.2033,1.2033,,0.10997415605495557
4755,3 ene 2007,1.3276,1.3291,1.3155,1.3171,1.3171,,0.12465547320515165
4497,3 ene 2008,1.4717,1.4779,1.4694,1.4745,1.4745,,0.1600154367553397
3734,3 ene 2011,1.3356,1.3365,1.3253,1.3358,1.3358,,0.09652555620147261
3473,3 ene 2012,1.2936,1.3066,1.2936,1.2941,1.2941,,0.09784553132362953
3212,3 ene 2013,1.3184,1.3189,1.3089,1.3182,1.3182,,0.0722826604380606
2952,3 ene 2014,1.3666,1.3673,1.3602,1.3667,1.3667,,0.07037032755362327
2170,3 ene 2017,1.0459,1.0492,1.0348,1.046,1.046,,0.1291677707479773
1911,3 ene 2018,1.2062,1.2067,1.2005,1.2063,1.2063,,0.12616526067028658
1650,3 ene 2019,1.1317,1.1409,1.1317,1.1318,1.1318,,0.13154358593257415
1390,3 ene 2020,1.1171,1.1181,1.1126,1.1171,1.1171,,0.12204317678592058
869,3 ene 2022,1.1374,1.1376,1.1285,1.1373,1.1373,,0.05717119029719646
608,3 ene 2023,1.0678,1.0683,1.0522,1.0678,1.0678,,0.04972990046238145
347,3 ene 2024,1.0942,1.0967,1.0899,1.0942,1.0942,,0.028726172734943115
86,3 ene 2025,1.0268,1.0305,1.0265,1.0268,1.0268,,0.043206399988858786
5514,3 feb 2004,1.2538,1.2561,1.2505,1.2535,1.2535,,0.08676841015022667
5253,3 feb 2005,1.3035,1.3038,1.2948,1.2972,1.2972,,0.11979853922314233
4993,3 feb 2006,1.2084,1.2109,1.1975,1.2027,1.2027,,0.11219869428830033
4233,3 feb 2009,1.2812,1.3051,1.2805,1.3013,1.3013,,0.11319105530032196
3972,3 feb 2010,1.3976,1.4024,1.3886,1.3901,1.3901,,0.06918755668472759
3711,3 feb 2011,1.3816,1.3825,1.3619,1.3818,1.3818,,0.07618619953773159
3450,3 feb 2012,1.3135,1.3187,1.3079,1.3137,1.3137,,0.07559809521411989
2931,3 feb 2014,1.3488,1.352,1.3479,1.3488,1.3488,,0.0395890515168511
2670,3 feb 2015,1.1337,1.145,1.1318,1.1342,1.1342,,0.10479364007420976
2409,3 feb 2016,1.0922,1.1078,1.0906,1.0922,1.0922,,0.13173377698981192
2147,3 feb 2017,1.0763,1.0797,1.0729,1.0762,1.0762,,0.1285519817039004
1369,3 feb 2020,1.1089,1.1089,1.1043,1.109,1.109,,0.11204656175001039
1107,3 feb 2021,1.2039,1.205,1.2005,1.2039,1.2039,,0.05001269838749102
846,3 feb 2022,1.13,1.1451,1.1272,1.13,1.13,,0.0498145360311438
585,3 feb 2023,1.0905,1.0941,1.0811,1.0905,1.0905,,0.05007611206950991
65,3 feb 2025,1.0248,1.0327,1.0213,1.0248,1.0248,,0.06489231849762998
4887,3 jul 2006,1.2789,1.2821,1.2765,1.2801,1.2801,,0.09919779735457204
4626,3 jul 2007,1.3632,1.3634,1.359,1.3612,1.3612,,0.1391176013306712
4370,3 jul 2008,1.588,1.5905,1.5685,1.57,1.57,,0.21831927766462098
4125,3 jul 2009,1.3961,1.4027,1.3946,1.396,1.396,,0.19906180447289096
3343,3 jul 2012,1.258,1.2625,1.2564,1.2582,1.2582,,0.12378069316337131
3083,3 jul 2013,1.2978,1.303,1.2927,1.2979,1.2979,,0.12065375253179973
2823,3 jul 2014,1.3654,1.3665,1.3599,1.3653,1.3653,,0.12053628914150623
2562,3 jul 2015,1.1086,1.112,1.1083,1.1087,1.1087,,0.1126223645640702
2041,3 jul 2017,1.1425,1.1426,1.1357,1.1423,1.1423,,0.10725713029911338
1782,3 jul 2018,1.1641,1.1675,1.1623,1.1642,1.1642,,0.11025630140722338
1522,3 jul 2019,1.1291,1.1305,1.127,1.1293,1.1293,,0.10445332929112212
1260,3 jul 2020,1.124,1.1251,1.1221,1.1238,1.1238,,0.020896004402715225
479,3 jul 2023,1.0908,1.0931,1.0872,1.0908,1.0908,,0.026909422141662562
217,3 jul 2024,1.0748,1.0816,1.0737,1.0748,1.0748,,0.03497058764158586
5427,3 jun 2004,1.2219,1.2252,1.2176,1.2221,1.2221,,0.05720159962796628
5167,3 jun 2005,1.227,1.2317,1.2209,1.223,1.223,,0.071283728858686
4391,3 jun 2008,1.5546,1.5626,1.5424,1.545,1.545,,0.18894019688780075
4147,3 jun 2009,1.4307,1.4337,1.4112,1.415,1.415,,0.1843106399533208
3886,3 jun 2010,1.2238,1.2325,1.2155,1.2169,1.2169,,0.14931193857158043
3625,3 jun 2011,1.4487,1.4605,1.446,1.4486,1.4486,,0.14480687138393897
3105,3 jun 2013,1.2995,1.3104,1.2957,1.2996,1.2996,,0.12854544721616967
2845,3 jun 2014,1.3598,1.3646,1.3595,1.3599,1.3599,,0.09257529368035546
2584,3 jun 2015,1.1148,1.1283,1.1087,1.115,1.115,,0.12853087177796016
2322,3 jun 2016,1.1154,1.135,1.1138,1.1152,1.1152,,0.14901073115719515
1544,3 jun 2019,1.1173,1.1211,1.1162,1.1174,1.1174,,0.11907653841122555
1282,3 jun 2020,1.1186,1.125,1.1181,1.1189,1.1189,,0.10880789033888617
1021,3 jun 2021,1.2212,1.2216,1.2121,1.221,1.221,,0.04670588827972663
760,3 jun 2022,1.0751,1.0765,1.0707,1.0751,1.0751,,0.05430209019916353
239,3 jun 2024,1.0853,1.0891,1.0828,1.0853,1.0853,,0.05780659996918976
5493,3 mar 2004,1.2202,1.222,1.2069,1.2191,1.2191,,0.07140001400559025
5233,3 mar 2005,1.3138,1.3164,1.3101,1.3106,1.3106,,0.10026667941045786
4973,3 mar 2006,1.2037,1.205,1.2009,1.2046,1.2046,,0.09894040125246835
4455,3 mar 2008,1.5203,1.527,1.5164,1.52,1.52,,0.16210242749571002
4213,3 mar 2009,1.2562,1.2672,1.253,1.2532,1.2532,,0.1287801615156731
3952,3 mar 2010,1.362,1.3734,1.3598,1.3702,1.3702,,0.12216894859170925
3691,3 mar 2011,1.3868,1.3975,1.3835,1.3867,1.3867,,0.1236118036435199
2911,3 mar 2014,1.3775,1.3796,1.375,1.3777,1.3777,,0.09462067955793314
2650,3 mar 2015,1.1177,1.1214,1.1156,1.1179,1.1179,,0.11600255600633495
2388,3 mar 2016,1.087,1.0938,1.0856,1.0869,1.0869,,0.1515715738520979
2127,3 mar 2017,1.0509,1.0574,1.0504,1.051,1.051,,0.16438186639651042
1348,3 mar 2020,1.1144,1.1207,1.1097,1.1144,1.1144,,0.13031384040077512
1087,3 mar 2021,1.2085,1.211,1.2045,1.2085,1.2085,,0.05838212911497628
826,3 mar 2022,1.1114,1.1116,1.104,1.1112,1.1112,,0.05839704615815533
565,3 mar 2023,1.06,1.0629,1.0591,1.06,1.06,,0.06264832000937912
45,3 mar 2025,1.0414,1.05,1.039,1.0414,1.0414,,0.06497491823771319
5450,3 may 2004,1.1994,1.1998,1.1925,1.1936,1.1936,,0.07592988871319356
5190,3 may 2005,1.2849,1.29,1.2833,1.2887,1.2887,,0.10238511610580134
4930,3 may 2006,1.2615,1.2669,1.2598,1.2623,1.2623,,0.11379883567066619
4669,3 may 2007,1.3588,1.362,1.355,1.3556,1.3556,,0.1195252567451791
3909,3 may 2010,1.3323,1.3327,1.316,1.32,1.32,,0.061415983261709606
3648,3 may 2011,1.4825,1.4887,1.4758,1.4824,1.4824,,0.08598531851429199
3386,3 may 2012,1.3149,1.318,1.3099,1.3148,1.3148,,0.08268471442778522
3126,3 may 2013,1.3065,1.3151,1.3037,1.3065,1.3065,,0.07317908171058617
2345,3 may 2016,1.1526,1.1614,1.1504,1.1525,1.1525,,0.1167540277677968
2084,3 may 2017,1.0936,1.094,1.0906,1.0936,1.0936,,0.1527876402069296
1825,3 may 2018,1.1952,1.2009,1.1951,1.1951,1.1951,,0.09661943386296831
1564,3 may 2019,1.1173,1.1201,1.1141,1.1174,1.1174,,0.08385497600023123
1044,3 may 2021,1.2026,1.2078,1.2015,1.2028,1.2028,,0.047554778939647546
783,3 may 2022,1.0509,1.0578,1.0494,1.0509,1.0509,,0.06568708396631825
522,3 may 2023,1.1011,1.1058,1.1006,1.1011,1.1011,,0.06466987706806152
260,3 may 2024,1.0733,1.0809,1.0725,1.0733,1.0733,,0.058269760596706265
5319,3 nov 2004,1.2719,1.2832,1.2666,1.2825,1.2825,,0.09763263798545263
5059,3 nov 2005,1.2067,1.208,1.1939,1.1952,1.1952,,0.09650440404457405
4798,3 nov 2006,1.2779,1.2782,1.269,1.2707,1.2707,,0.09548548580805202
4299,3 nov 2008,1.2775,1.2894,1.2582,1.2618,1.2618,,0.08704231729452441
4038,3 nov 2009,1.4773,1.4806,1.4629,1.4731,1.4731,,0.10430106902617553
3777,3 nov 2010,1.4031,1.406,1.3994,1.4036,1.4036,,0.11381725264652873
3516,3 nov 2011,1.3693,1.3825,1.3658,1.369,1.369,,0.08985579001936823
2736,3 nov 2014,1.2503,1.2511,1.2443,1.2503,1.2503,,0.09499306816818093
2475,3 nov 2015,1.1017,1.1032,1.0938,1.1016,1.1016,,0.1461036173405837
2213,3 nov 2016,1.1098,1.1128,1.1061,1.1098,1.1098,,0.14087525687643482
1953,3 nov 2017,1.1663,1.1687,1.1605,1.1662,1.1662,,0.11185951904062552
1173,3 nov 2020,1.1643,1.1742,1.1638,1.1643,1.1643,,0.059433685734596925
912,3 nov 2021,1.1581,1.1599,1.1564,1.1579,1.1579,,0.0315591983421359
651,3 nov 2022,0.9814,0.984,0.9731,0.9814,0.9814,,0.07868307950250517
390,3 nov 2023,1.0619,1.0737,1.0615,1.0619,1.0619,,0.08244078480944528
5082,3 oct 2005,1.2021,1.203,1.1904,1.1913,1.1913,,0.08759981735139301
4821,3 oct 2006,1.2742,1.2766,1.2722,1.2735,1.2735,,0.1137944638372099
4561,3 oct 2007,1.4153,1.42,1.4087,1.41,1.41,,0.1696275242995651
4320,3 oct 2008,1.3806,1.3897,1.372,1.3785,1.3785,,0.14198731633495268
3539,3 oct 2011,1.3361,1.3381,1.3245,1.3361,1.3361,,0.08729966781153035
3277,3 oct 2012,1.2915,1.2938,1.2882,1.2917,1.2917,,0.05729701562912456
3017,3 oct 2013,1.3591,1.3646,1.3581,1.3591,1.3591,,0.044604170208677234
2757,3 oct 2014,1.267,1.267,1.2502,1.2671,1.2671,,0.04636356327984099
2236,3 oct 2016,1.1236,1.1244,1.1206,1.1235,1.1235,,0.09232865210757879
1976,3 oct 2017,1.1733,1.1772,1.1697,1.1734,1.1734,,0.09428164190340209
1716,3 oct 2018,1.155,1.1593,1.1516,1.1552,1.1552,,0.09637931832089562
1456,3 oct 2019,1.0962,1.0998,1.0942,1.0964,1.0964,,0.06519499213895924
674,3 oct 2022,0.9793,0.9844,0.9754,0.9793,0.9793,,0.07650773163541882
413,3 oct 2023,1.0481,1.0494,1.045,1.0481,1.0481,,0.07946148123460081
151,3 oct 2024,1.1049,1.1049,1.101,1.1049,1.1049,,0.06642715559164347
5361,3 sept 2004,1.2175,1.2183,1.2046,1.2055,1.2055,,0.08301113178361509
4582,3 sept 2007,1.3634,1.3655,1.3608,1.3614,1.3614,,0.14900519454031894
4342,3 sept 2008,1.4518,1.4532,1.4389,1.4486,1.4486,,0.16905719446388884
4081,3 sept 2009,1.4258,1.4263,1.4254,1.4256,1.4256,,0.14849102666492478
3820,3 sept 2010,1.2826,1.2885,1.2813,1.2826,1.2826,,0.10105932910921422
3299,3 sept 2012,1.2577,1.2603,1.2561,1.2577,1.2577,,0.08440255920293405
3039,3 sept 2013,1.319,1.3197,1.3143,1.319,1.319,,0.08574077209825284
2779,3 sept 2014,1.3131,1.3161,1.3124,1.3132,1.3132,,0.06418319094594561
2518,3 sept 2015,1.1215,1.125,1.109,1.1216,1.1216,,0.08058363357408191
1738,3 sept 2018,1.1599,1.1628,1.1591,1.1601,1.1601,,0.08965738675648077
1478,3 sept 2019,1.0967,1.0977,1.093,1.0969,1.0969,,0.10644258076540714
1216,3 sept 2020,1.1846,1.1848,1.179,1.1847,1.1847,,0.08421113346820255
955,3 sept 2021,1.1874,1.1908,1.1868,1.1876,1.1876,,0.03983047827981332
173,3 sept 2024,1.1067,1.1071,1.1034,1.1067,1.1067,,0.042939375868759316
5451,30 abr 2004,1.1959,1.2005,1.1929,1.1983,1.1983,,0.04880602421831567
4672,30 abr 2007,1.3641,1.3676,1.3592,1.3652,1.3652,,0.09490181768543957
4414,30 abr 2008,1.5569,1.5639,1.553,1.5622,1.5622,,0.18170127957722992
4171,30 abr 2009,1.3262,1.3382,1.32,1.3235,1.3235,,0.17366271044759
3910,30 abr 2010,1.3266,1.3342,1.3228,1.3298,1.3298,,0.1315435859325905
3389,30 abr 2012,1.3242,1.3265,1.321,1.3242,1.3242,,0.10275822108233272
3129,30 abr 2013,1.3096,1.3186,1.306,1.3096,1.3096,,0.10777851362866919
2869,30 abr 2014,1.3814,1.3877,1.3787,1.3814,1.3814,,0.0276839303568718
2608,30 abr 2015,1.1113,1.1248,1.1073,1.1114,1.1114,,0.1041412118231915
1828,30 abr 2018,1.2129,1.2139,1.2066,1.2123,1.2123,,0.10650630028313875
1567,30 abr 2019,1.1184,1.123,1.1177,1.1185,1.1185,,0.11833551030861719
1306,30 abr 2020,1.0877,1.097,1.0836,1.0877,1.0877,,0.12102397696324263
1045,30 abr 2021,1.2125,1.2129,1.2025,1.2127,1.2127,,0.0595086716369845
263,30 abr 2024,1.0716,1.0737,1.0684,1.0716,1.0716,,0.06779954277130629
5,30 abr 2025,1.1389,1.1399,1.1327,1.1389,1.1389,,0.05514917950430213
5365,30 ago 2004,1.2017,1.2067,1.1992,1.2049,1.2049,,0.06492771365140068
5105,30 ago 2005,1.2236,1.224,1.2176,1.2218,1.2218,,0.06398106751218764
4845,30 ago 2006,1.2829,1.2849,1.2814,1.2841,1.2841,,0.0814755975737494
4584,30 ago 2007,1.3669,1.3677,1.3596,1.3642,1.3642,,0.08531744839129557
3824,30 ago 2010,1.2753,1.2757,1.2673,1.2754,1.2754,,0.0625756102647208
3563,30 ago 2011,1.4526,1.4532,1.4389,1.4524,1.4524,,0.09000517762886624
3301,30 ago 2012,1.2531,1.2564,1.2495,1.2531,1.2531,,0.08225942499193607
3041,30 ago 2013,1.3237,1.3253,1.3179,1.3236,1.3236,,0.07908411977131818
2260,30 ago 2016,1.1192,1.1192,1.114,1.1193,1.1193,,0.12049760578535451
2000,30 ago 2017,1.197,1.1986,1.1897,1.197,1.197,,0.12694840290449588
1740,30 ago 2018,1.1709,1.1718,1.1644,1.171,1.171,,0.07848544451043454
1480,30 ago 2019,1.106,1.1061,1.0987,1.1062,1.1062,,0.08669401363415807
959,30 ago 2021,1.18,1.1812,1.1785,1.1799,1.1799,,0.039671866605929855
698,30 ago 2022,1.0014,1.0052,0.9983,1.0014,1.0014,,0.08024705602075358
437,30 ago 2023,1.0869,1.0945,1.0856,1.0869,1.0869,,0.07236157129303707
175,30 ago 2024,1.108,1.1096,1.1054,1.108,1.108,,0.06387109674960104
5539,30 dic 2003,1.2486,1.2563,1.2483,1.2549,1.2549,,0.09604445324951254
5278,30 dic 2004,1.3606,1.366,1.3581,1.3628,1.3628,,0.1443054226285309
5018,30 dic 2005,1.1849,1.189,1.1783,1.1841,1.1841,,0.11294256504967484
