,fecha,abrir,max,min,cerrar,cierre_ajustado,volumen,volatilidad
5472,1 abr 2004,1.2312,1.2385,1.2259,1.2365,1.2365,,0.0
5212,1 abr 2005,1.2968,1.3043,1.2879,1.2909,1.2909,,0.0
4192,1 abr 2009,1.3245,1.3279,1.3176,1.3241,1.3241,,0.0
3931,1 abr 2010,1.3508,1.3591,1.3463,1.3584,1.3584,,0.0
3670,1 abr 2011,1.416,1.4215,1.4065,1.4159,1.4159,,0.06777557082017083
3150,1 abr 2013,1.2806,1.2867,1.2774,1.2806,1.2806,,0.05502305880265098
2890,1 abr 2014,1.3775,1.3813,1.3771,1.3775,1.3775,,0.05159539708152245
2629,1 abr 2015,1.0741,1.08,1.0721,1.0738,1.0738,,0.1363678224508993
2367,1 abr 2016,1.1379,1.1438,1.1342,1.138,1.138,,0.1483657069541342
1588,1 abr 2019,1.1223,1.125,1.121,1.1224,1.1224,,0.12627643485623147
1327,1 abr 2020,1.1028,1.1038,1.0919,1.1027,1.1027,,0.12234813852282385
1066,1 abr 2021,1.1729,1.1776,1.1715,1.1729,1.1729,,0.03722462894375357
805,1 abr 2022,1.1072,1.1075,1.103,1.1072,1.1072,,0.02836393837252038
284,1 abr 2024,1.0793,1.0801,1.0732,1.0793,1.0793,,0.034913249633916184
24,1 abr 2025,1.0819,1.0831,1.078,1.0819,1.0819,,0.03788944444037357
5126,1 ago 2005,1.2123,1.2245,1.2122,1.2184,1.2184,,0.06131902641105883
4866,1 ago 2006,1.2774,1.2831,1.2723,1.282,1.282,,0.09151476929982451
4605,1 ago 2007,1.367,1.371,1.3646,1.3677,1.3677,,0.12602604095979536
3584,1 ago 2011,1.4365,1.4451,1.4188,1.4364,1.4364,,0.13707427548595652
3322,1 ago 2012,1.2294,1.2335,1.2282,1.2294,1.2294,,0.09344159673293184
3062,1 ago 2013,1.3301,1.3311,1.3198,1.3301,1.3301,,0.07931385124932357
2802,1 ago 2014,1.339,1.3446,1.338,1.339,1.339,,0.0748168898043738
2281,1 ago 2016,1.1168,1.1184,1.1156,1.1168,1.1168,,0.12156478931006247
2021,1 ago 2017,1.1824,1.1838,1.1791,1.1824,1.1824,,0.0955592904954822
1761,1 ago 2018,1.169,1.1699,1.1665,1.169,1.169,,0.10083371459983002
1501,1 ago 2019,1.1072,1.1073,1.1028,1.1072,1.1072,,0.09308647592427188
719,1 ago 2022,1.0208,1.0277,1.021,1.0208,1.0208,,0.06384863350143168
458,1 ago 2023,1.0998,1.1002,1.0954,1.0998,1.0998,,0.06446074774620711
196,1 ago 2024,1.0824,1.0838,1.0778,1.0824,1.0824,,0.05317130805237136
5560,1 dic 2003,1.2034,1.204,1.1944,1.1965,1.1965,,0.06312200884002474
5299,1 dic 2004,1.3298,1.3357,1.3284,1.3346,1.3346,,0.12244517957028815
5039,1 dic 2005,1.1799,1.18,1.1694,1.1742,1.1742,,0.10016686078738854
4778,1 dic 2006,1.326,1.3347,1.3223,1.3341,1.3341,,0.10913360160830413
4279,1 dic 2008,1.2675,1.2702,1.2586,1.2599,1.2599,,0.07491623989496547
4018,1 dic 2009,1.5034,1.5118,1.4976,1.509,1.509,,0.12346535141488063
3757,1 dic 2010,1.2995,1.3135,1.2977,1.2992,1.2992,,0.12360290045140515
3496,1 dic 2011,1.3442,1.3521,1.342,1.3444,1.3444,,0.09521227336851042
2716,1 dic 2014,1.2438,1.2506,1.2423,1.2438,1.2438,,0.10669291447889107
2455,1 dic 2015,1.0573,1.064,1.0566,1.0573,1.0573,,0.16377270224307836
2193,1 dic 2016,1.0592,1.0637,1.0588,1.0592,1.0592,,0.13490304666685649
1934,1 dic 2017,1.1899,1.194,1.1852,1.1898,1.1898,,0.12332449067399417
1153,1 dic 2020,1.1938,1.2054,1.1936,1.1938,1.1938,,0.08533962737204841
892,1 dic 2021,1.133,1.1358,1.1304,1.133,1.133,,0.06688850424400354
631,1 dic 2022,1.0425,1.0531,1.0398,1.0425,1.0425,,0.07092847101129474
370,1 dic 2023,1.0892,1.0913,1.0832,1.0892,1.0892,,0.06514559079477347
5537,1 ene 2004,1.259,1.2608,1.2474,1.2582,1.2582,,0.0850673145220893
4757,1 ene 2007,1.3198,1.322,1.3176,1.3219,1.3219,,0.11726181390376
4499,1 ene 2008,1.4601,1.463,1.4582,1.462,1.462,,0.17170647337826253
4256,1 ene 2009,1.398,1.4054,1.3955,1.3999,1.3999,,0.14378178952843756
3995,1 ene 2010,1.4327,1.4402,1.4327,1.439,1.439,,0.08476387791978289
3214,1 ene 2013,1.3201,1.3224,1.3196,1.3201,1.3201,,0.06556780459951245
2954,1 ene 2014,1.3745,1.3779,1.3744,1.3745,1.3745,,0.05566691117710625
2693,1 ene 2015,1.2099,1.2099,1.2099,1.2099,1.2099,,0.08877579625100462
2432,1 ene 2016,1.0859,1.0867,1.0859,1.0859,1.0859,,0.13985278688678296
1913,1 ene 2018,1.2005,1.2015,1.1999,1.2005,1.2005,,0.11258637572992555
1652,1 ene 2019,1.1494,1.155,1.1465,1.1493,1.1493,,0.10730448266498462
1392,1 ene 2020,1.1221,1.1228,1.1159,1.1221,1.1221,,0.05235291777924114
1130,1 ene 2021,1.2173,1.2217,1.2135,1.218,1.218,,0.054609596226304256
349,1 ene 2024,1.1056,1.1053,1.104,1.1056,1.1056,,0.048760793676887494
5255,1 feb 2005,1.305,1.3066,1.3004,1.3039,1.3039,,0.08158619368496114
4995,1 feb 2006,1.2149,1.2165,1.2054,1.2067,1.2067,,0.08025261989492924
4734,1 feb 2007,1.3024,1.3041,1.3007,1.3019,1.3019,,0.0817839042844006
4476,1 feb 2008,1.4866,1.4932,1.4797,1.48,1.48,,0.13859865439462246
3974,1 feb 2010,1.3876,1.3937,1.3856,1.3927,1.3927,,0.10350989324697417
3713,1 feb 2011,1.3715,1.3793,1.3705,1.3714,1.3714,,0.10250401455552846
3452,1 feb 2012,1.3139,1.3214,1.3047,1.3077,1.3077,,0.07268667690849542
3191,1 feb 2013,1.3611,1.3693,1.3589,1.3611,1.3611,,0.06282210598189152
2411,1 feb 2016,1.0826,1.0912,1.0826,1.0826,1.0826,,0.12717945981957937
2149,1 feb 2017,1.0803,1.0808,1.0739,1.0804,1.0804,,0.14727468553692447
1890,1 feb 2018,1.2417,1.2488,1.2387,1.2419,1.2419,,0.12875237085195748
1629,1 feb 2019,1.1451,1.1488,1.1435,1.145,1.145,,0.1196207966868637
1109,1 feb 2021,1.2123,1.2136,1.2069,1.2124,1.2124,,0.0736902842985422
848,1 feb 2022,1.1229,1.1279,1.1222,1.123,1.123,,0.06592054308028704
587,1 feb 2023,1.0861,1.0924,1.0853,1.0861,1.0861,,0.06421539535033621
326,1 feb 2024,1.0804,1.0866,1.078,1.0804,1.0804,,0.05350048597910088
5407,1 jul 2004,1.2183,1.2208,1.2139,1.2162,1.2162,,0.06657523563608297
5147,1 jul 2005,1.2088,1.2101,1.1936,1.1936,1.1936,,0.06210006441220471
4127,1 jul 2009,1.4039,1.42,1.4004,1.4141,1.4141,,0.13546323117362868
3866,1 jul 2010,1.2232,1.2243,1.2199,1.2508,1.2508,,0.12063976127297321
3605,1 jul 2011,1.4496,1.4546,1.4446,1.4497,1.4497,,0.118399607262862
3085,1 jul 2013,1.3014,1.3066,1.3008,1.3014,1.3014,,0.10813189631186518
2825,1 jul 2014,1.3692,1.3698,1.3677,1.3694,1.3694,,0.08120533849446081
2564,1 jul 2015,1.1135,1.1168,1.1061,1.1135,1.1135,,0.12687108811703313
2302,1 jul 2016,1.1104,1.117,1.1074,1.1106,1.1106,,0.15252310316801188
1524,1 jul 2019,1.1364,1.1368,1.1306,1.1365,1.1365,,0.12071452688057076
1262,1 jul 2020,1.1234,1.1275,1.1189,1.1236,1.1236,,0.11152756161595245
1001,1 jul 2021,1.1855,1.1884,1.1838,1.1857,1.1857,,0.03063946801104902
740,1 jul 2022,1.0478,1.0478,1.037,1.0478,1.0478,,0.049747793920937845
219,1 jul 2024,1.0735,1.0778,1.0721,1.0735,1.0735,,0.05422247688920259
5429,1 jun 2004,1.2199,1.2265,1.216,1.2245,1.2245,,0.07419162351640574
5169,1 jun 2005,1.231,1.2341,1.2167,1.2196,1.2196,,0.08361481328090177
4909,1 jun 2006,1.2816,1.2822,1.2728,1.2811,1.2811,,0.10248934090918939
4648,1 jun 2007,1.3456,1.3458,1.3397,1.3442,1.3442,,0.10034120290289522
4149,1 jun 2009,1.4119,1.4245,1.4103,1.4164,1.4164,,0.08364193326316591
3888,1 jun 2010,1.2288,1.2339,1.2115,1.2233,1.2233,,0.08390385569209495
3627,1 jun 2011,1.4428,1.4458,1.4388,1.4428,1.4428,,0.09151280238305373
3365,1 jun 2012,1.2361,1.2447,1.2297,1.2362,1.2362,,0.10067334304571324
2586,1 jun 2015,1.0959,1.098,1.0889,1.0958,1.0958,,0.1450256184265384
2324,1 jun 2016,1.1136,1.119,1.1117,1.1136,1.1136,,0.13841278120173725
2063,1 jun 2017,1.1238,1.1257,1.1203,1.1244,1.1244,,0.14514430061149494
1804,1 jun 2018,1.1693,1.1716,1.163,1.1693,1.1693,,0.05634268364215594
1284,1 jun 2020,1.1115,1.1152,1.1101,1.1119,1.1119,,0.027825617693055582
1023,1 jun 2021,1.2234,1.2254,1.2215,1.2233,1.2233,,0.047869771254937715
762,1 jun 2022,1.0734,1.0737,1.0632,1.0734,1.0734,,0.057586569614798834
501,1 jun 2023,1.0695,1.0754,1.0664,1.0695,1.0695,,0.06602925109373943
5495,1 mar 2004,1.2539,1.2541,1.243,1.2448,1.2448,,0.08368462821809074
5235,1 mar 2005,1.3219,1.3226,1.317,1.3172,1.3172,,0.10990055959821149
4975,1 mar 2006,1.1929,1.1968,1.1897,1.192,1.192,,0.10809575384815094
4714,1 mar 2007,1.3229,1.3241,1.3162,1.317,1.317,,0.10317228309967744
3954,1 mar 2010,1.3643,1.3654,1.3463,1.3562,1.3562,,0.0659438245781962
3693,1 mar 2011,1.3827,1.3853,1.3788,1.3822,1.3822,,0.07302309223800287
3431,1 mar 2012,1.3326,1.3357,1.3286,1.3321,1.3321,,0.07354359251491506
3171,1 mar 2013,1.3062,1.31,1.2971,1.306,1.306,,0.030749959349563975
2390,1 mar 2016,1.0887,1.0894,1.0838,1.0889,1.0889,,0.11758557309466124
2129,1 mar 2017,1.0569,1.0588,1.0515,1.0569,1.0569,,0.14932031676901847
1870,1 mar 2018,1.2191,1.2222,1.2158,1.2191,1.2191,,0.12436864556631651
1609,1 mar 2019,1.1373,1.1409,1.1354,1.1373,1.1373,,0.10123669295270422
1089,1 mar 2021,1.2091,1.2102,1.203,1.209,1.209,,0.07161848923287996
828,1 mar 2022,1.1215,1.1232,1.1102,1.1216,1.1216,,0.06686521517201698
567,1 mar 2023,1.0577,1.0691,1.0566,1.0577,1.0577,,0.06659078765114676
305,1 mar 2024,1.0805,1.0842,1.0799,1.0805,1.0805,,0.0584314726838214
4932,1 may 2006,1.2625,1.2688,1.2566,1.258,1.258,,0.0854304570981575
4671,1 may 2007,1.3654,1.3672,1.3594,1.3601,1.3601,,0.12912244963599512
4170,1 may 2009,1.3233,1.3327,1.3233,1.3268,1.3268,,0.13984157822335969
3388,1 may 2012,1.324,1.3281,1.3206,1.324,1.324,,0.11215438912499123
3128,1 may 2013,1.3169,1.3242,1.3162,1.3168,1.3168,,0.03702563976489649
2868,1 may 2014,1.3869,1.3891,1.3864,1.3869,1.3869,,0.029704662933617662
2607,1 may 2015,1.1215,1.129,1.1186,1.1215,1.1215,,0.1010880062124084
2086,1 may 2017,1.0906,1.0925,1.0885,1.0908,1.0908,,0.13277494115984384
1827,1 may 2018,1.2083,1.2085,1.1984,1.2081,1.2081,,0.12614098065260168
1566,1 may 2019,1.1218,1.125,1.1214,1.1216,1.1216,,0.12064371927290744
1305,1 may 2020,1.0945,1.1016,1.0935,1.0945,1.0945,,0.04744170106562577
524,1 may 2023,1.1011,1.1036,1.0967,1.1011,1.1011,,0.04891939288257984
262,1 may 2024,1.0667,1.0689,1.065,1.0667,1.0667,,0.05385099813374134
4,1 may 2025,1.1325,1.1341,1.1267,1.1325,1.1325,,0.025540986668495105
5321,1 nov 2004,1.2828,1.2828,1.2721,1.2746,1.2746,,0.0820708352583314
5061,1 nov 2005,1.1989,1.204,1.1977,1.2024,1.2024,,0.08330397949678106
4800,1 nov 2006,1.2765,1.2794,1.2746,1.2754,1.2754,,0.09098448768883648
4540,1 nov 2007,1.447,1.4476,1.4408,1.4427,1.4427,,0.11538118130787132
3779,1 nov 2010,1.3938,1.4012,1.3866,1.3975,1.3975,,0.09865428019097684
3518,1 nov 2011,1.3865,1.387,1.3612,1.386,1.386,,0.0988347863861693
3256,1 nov 2012,1.2965,1.2983,1.2928,1.2965,1.2965,,0.07090526778737719
2997,1 nov 2013,1.358,1.358,1.3481,1.358,1.358,,0.05397983882895199
2215,1 nov 2016,1.0973,1.1051,1.0962,1.0973,1.0973,,0.12360883059069773
1955,1 nov 2017,1.1652,1.1657,1.1608,1.1652,1.1652,,0.12476856575275652
1695,1 nov 2018,1.1314,1.1413,1.1314,1.1317,1.1317,,0.11205482140452531
1435,1 nov 2019,1.1156,1.1174,1.1131,1.1157,1.1157,,0.10607029273081202
914,1 nov 2021,1.1559,1.1593,1.1547,1.1557,1.1557,,0.027962152992933816
653,1 nov 2022,0.9886,0.9952,0.9862,0.9886,0.9886,,0.0713571089661029
392,1 nov 2023,1.0579,1.0581,1.0523,1.0579,1.0579,,0.06713458125288584
130,1 nov 2024,1.0886,1.0904,1.0848,1.0886,1.0886,,0.06307309251971359
5341,1 oct 2004,1.2435,1.2438,1.2389,1.2415,1.2415,,0.09647332792020963
4563,1 oct 2007,1.4271,1.4276,1.4215,1.4236,1.4236,,0.17394505741756558
4322,1 oct 2008,1.4103,1.417,1.3987,1.4016,1.4016,,0.17020083137282266
4061,1 oct 2009,1.4543,1.4543,1.4514,1.4516,1.4516,,0.15363004914403908
3800,1 oct 2010,1.3623,1.3776,1.3621,1.3622,1.3622,,0.08203218880415016
3279,1 oct 2012,1.2807,1.2935,1.2807,1.2809,1.2809,,0.06624297698624151
3019,1 oct 2013,1.3525,1.3588,1.3519,1.3525,1.3525,,0.06317185290934367
2759,1 oct 2014,1.2629,1.264,1.2586,1.2628,1.2628,,0.07506047561799627
2498,1 oct 2015,1.1172,1.121,1.1139,1.1172,1.1172,,0.09835459826566287
1718,1 oct 2018,1.1605,1.1621,1.1565,1.1605,1.1605,,0.0950167722036483
1458,1 oct 2019,1.0899,1.0937,1.0882,1.09,1.09,,0.10915399672023035
1196,1 oct 2020,1.1724,1.1767,1.1718,1.1726,1.1726,,0.06606203145529303
935,1 oct 2021,1.1574,1.1609,1.1564,1.1574,1.1574,,0.03465743787414438
153,1 oct 2024,1.1137,1.1146,1.1061,1.1137,1.1137,,0.03525170917842394
5363,1 sept 2004,1.2177,1.2221,1.2152,1.219,1.219,,0.05060324100292554
5103,1 sept 2005,1.2338,1.2509,1.2329,1.249,1.249,,0.05295241259848437
4843,1 sept 2006,1.2809,1.2845,1.276,1.2836,1.2836,,0.0687574577773211
4344,1 sept 2008,1.4693,1.4703,1.4565,1.4575,1.4575,,0.12516482333307552
4083,1 sept 2009,1.422,1.4224,1.4203,1.4212,1.4212,,0.10669000890430137
3822,1 sept 2010,1.2686,1.285,1.2668,1.2687,1.2687,,0.09600174477581071
3561,1 sept 2011,1.4375,1.4378,1.423,1.4375,1.4375,,0.09012788136864104
2781,1 sept 2014,1.3128,1.3147,1.312,1.3128,1.3128,,0.0835350405518536
2520,1 sept 2015,1.1226,1.1332,1.1225,1.1226,1.1226,,0.12788785321522889
2258,1 sept 2016,1.1158,1.12,1.113,1.1161,1.1161,,0.13564465710082357
1998,1 sept 2017,1.1911,1.1979,1.1851,1.191,1.191,,0.13762363532475091
1218,1 sept 2020,1.1939,1.2011,1.1937,1.1939,1.1939,,0.07915653479025013
957,1 sept 2021,1.1812,1.186,1.1795,1.181,1.181,,0.0383175808213426
696,1 sept 2022,1.0039,1.0046,0.9917,1.0039,1.0039,,0.080996709809721
435,1 sept 2023,1.0844,1.0881,1.0786,1.0844,1.0844,,0.08423516486598791
4947,10 abr 2006,1.2111,1.2129,1.2083,1.2112,1.2112,,0.08823143997464938
4686,10 abr 2007,1.3356,1.3453,1.3352,1.3432,1.3432,,0.12902995001161596
4428,10 abr 2008,1.5823,1.5903,1.5728,1.5742,1.5742,,0.22531465109930157
4185,10 abr 2009,1.3156,1.3198,1.3102,1.3176,1.3176,,0.18134440162298893
3403,10 abr 2012,1.3111,1.3144,1.3056,1.3111,1.3111,,0.1342848018206076
3143,10 abr 2013,1.308,1.312,1.3057,1.308,1.308,,0.1145332790065832
2883,10 abr 2014,1.3853,1.39,1.3838,1.3855,1.3855,,0.11354103663433683
2622,10 abr 2015,1.0667,1.0683,1.0571,1.0669,1.0669,,0.12215059148444568
2101,10 abr 2017,1.0584,1.0608,1.057,1.0582,1.0582,,0.15237773131268226
1842,10 abr 2018,1.2322,1.2378,1.2304,1.2322,1.2322,,0.14527371751283852
1581,10 abr 2019,1.1265,1.1283,1.1231,1.1267,1.1267,,0.13714661862401148
1320,10 abr 2020,1.0926,1.0954,1.0921,1.0927,1.0927,,0.07055014528688196
539,10 abr 2023,1.0914,1.0918,1.0832,1.0914,1.0914,,0.06711172028789118
277,10 abr 2024,1.0859,1.0868,1.0734,1.0859,1.0859,,0.06162943290344421
17,10 abr 2025,1.0952,1.1225,1.0953,1.0952,1.0952,,0.016193115821242745
5379,10 ago 2004,1.2278,1.232,1.2224,1.2236,1.2236,,0.059264179737849615
5119,10 ago 2005,1.2377,1.2422,1.2346,1.2386,1.2386,,0.07708098338760402
4859,10 ago 2006,1.2872,1.291,1.2753,1.2793,1.2793,,0.08823138330548844
4598,10 ago 2007,1.3673,1.3705,1.3648,1.3689,1.3689,,0.09923631895631728
4099,10 ago 2009,1.4138,1.4138,1.4128,1.4131,1.4131,,0.08286099806302007
3838,10 ago 2010,1.3231,1.3231,1.3081,1.323,1.323,,0.06936387388258944
3577,10 ago 2011,1.438,1.4401,1.4163,1.4383,1.4383,,0.06482485634384133
3315,10 ago 2012,1.2294,1.2316,1.2247,1.2294,1.2294,,0.08262265427834971
2536,10 ago 2015,1.0959,1.1,1.0927,1.0965,1.0965,,0.14039595079630982
2274,10 ago 2016,1.1118,1.12,1.1118,1.1116,1.1116,,0.14439769042474335
2014,10 ago 2017,1.1765,1.1765,1.1705,1.1762,1.1762,,0.13802508829919327
1754,10 ago 2018,1.1529,1.1539,1.1396,1.1524,1.1524,,0.05310726880569413
1234,10 ago 2020,1.1782,1.1802,1.1743,1.1783,1.1783,,0.03736609425669582
973,10 ago 2021,1.1739,1.1744,1.1711,1.1738,1.1738,,0.028179034759910456
712,10 ago 2022,1.0208,1.0369,1.0203,1.0208,1.0208,,0.06760495543967387
451,10 ago 2023,1.0978,1.1058,1.0968,1.0978,1.0978,,0.06627565163768916
5553,10 dic 2003,1.2249,1.2266,1.2162,1.2191,1.2191,,0.07879532346529393
5292,10 dic 2004,1.3302,1.3304,1.315,1.3216,1.3216,,0.11491754435246271
4514,10 dic 2007,1.4655,1.4735,1.4642,1.4709,1.4709,,0.17867935806914037
4272,10 dic 2008,1.2927,1.3052,1.2908,1.3014,1.3014,,0.13739873725766152
4011,10 dic 2009,1.4738,1.476,1.4689,1.4729,1.4729,,0.11154235518402726
3750,10 dic 2010,1.3241,1.3282,1.3184,1.3242,1.3242,,0.085992993900664
3230,10 dic 2012,1.2907,1.2943,1.2888,1.2906,1.2906,,0.09200160324689816
2970,10 dic 2013,1.3738,1.3793,1.3736,1.374,1.374,,0.0745017583685091
2709,10 dic 2014,1.2387,1.2436,1.2363,1.2395,1.2395,,0.08889371743829681
2448,10 dic 2015,1.1017,1.1023,1.0928,1.1018,1.1018,,0.10406763185544303
1668,10 dic 2018,1.1404,1.1446,1.1362,1.1401,1.1401,,0.11069401519504188
1408,10 dic 2019,1.1065,1.1098,1.1064,1.1065,1.1065,,0.11567133179833405
1146,10 dic 2020,1.2082,1.2158,1.208,1.2079,1.2079,,0.061758869808314854
885,10 dic 2021,1.1294,1.1323,1.1267,1.1293,1.1293,,0.04261727349327328
103,10 dic 2024,1.0555,1.0567,1.05,1.0555,1.0555,,0.05534101553098276
5271,10 ene 2005,1.3076,1.312,1.3064,1.311,1.311,,0.09974917543519024
5011,10 ene 2006,1.2075,1.2106,1.2041,1.2064,1.2064,,0.09576887281366685
4750,10 ene 2007,1.2996,1.3002,1.2935,1.294,1.294,,0.10848250089300228
4492,10 ene 2008,1.4663,1.4812,1.4652,1.4801,1.4801,,0.15528394958913166
3729,10 ene 2011,1.2898,1.2948,1.2877,1.2895,1.2895,,0.10018984479476863
3468,10 ene 2012,1.2776,1.2817,1.2746,1.2776,1.2776,,0.10172490845412369
3207,10 ene 2013,1.3054,1.3216,1.3041,1.3055,1.3055,,0.0848676793602828
2947,10 ene 2014,1.3607,1.3687,1.3578,1.3607,1.3607,,0.08314873420563736
2165,10 ene 2017,1.0588,1.0626,1.0562,1.0589,1.0589,,0.11599546542861072
1906,10 ene 2018,1.1929,1.2016,1.1924,1.1929,1.1929,,0.11756301289096024
1645,10 ene 2019,1.1555,1.1571,1.1511,1.1555,1.1555,,0.12022287635887006
1385,10 ene 2020,1.1109,1.1121,1.1086,1.1111,1.1111,,0.11483053600850374
864,10 ene 2022,1.1353,1.136,1.1288,1.1354,1.1354,,0.05011325174043693
603,10 ene 2023,1.0733,1.0757,1.0713,1.0733,1.0733,,0.04511560705565645
342,10 ene 2024,1.0932,1.097,1.0923,1.0932,1.0932,,0.03270053516382337
81,10 ene 2025,1.0298,1.0312,1.0221,1.0298,1.0298,,0.04002865223812208
5509,10 feb 2004,1.2693,1.2787,1.2674,1.2685,1.2685,,0.09127509517935566
5248,10 feb 2005,1.281,1.2904,1.2752,1.2876,1.2876,,0.11888232416974509
4988,10 feb 2006,1.2001,1.2024,1.1895,1.1907,1.1907,,0.11117145766787576
4228,10 feb 2009,1.2968,1.305,1.2813,1.2914,1.2914,,0.1105098411907292
3967,10 feb 2010,1.3782,1.3811,1.3681,1.3753,1.3753,,0.06584090673737722
3706,10 feb 2011,1.3719,1.3728,1.3581,1.3721,1.3721,,0.07580275060972365
3445,10 feb 2012,1.3278,1.3289,1.3165,1.3278,1.3278,,0.07583721382012885
2926,10 feb 2014,1.362,1.3652,1.362,1.3619,1.3619,,0.0357227518536838
2665,10 feb 2015,1.1326,1.135,1.1276,1.1327,1.1327,,0.10306288371668987
2404,10 feb 2016,1.129,1.1309,1.1166,1.129,1.129,,0.12329101751547053
2142,10 feb 2017,1.0657,1.0669,1.061,1.0659,1.0659,,0.1323231763524448
1364,10 feb 2020,1.0949,1.0961,1.091,1.0949,1.0949,,0.11780709656043784
1102,10 feb 2021,1.2117,1.2144,1.211,1.212,1.212,,0.05482941728671196
841,10 feb 2022,1.1421,1.1494,1.1381,1.1422,1.1422,,0.055243687422187736
580,10 feb 2023,1.0742,1.0752,1.0669,1.0742,1.0742,,0.06039033863127781
60,10 feb 2025,1.0312,1.0336,1.03,1.0312,1.0312,,0.06920238435198912
4882,10 jul 2006,1.2809,1.2814,1.2726,1.2745,1.2745,,0.09901213056994758
4621,10 jul 2007,1.3624,1.378,1.3602,1.376,1.376,,0.14327373101863533
4365,10 jul 2008,1.5735,1.5798,1.5696,1.5785,1.5785,,0.22457899946344068
4120,10 jul 2009,1.4025,1.4027,1.3883,1.3934,1.3934,,0.20015425801116485
3338,10 jul 2012,1.2318,1.2332,1.2237,1.2318,1.2318,,0.13441704876986335
3078,10 jul 2013,1.2783,1.286,1.2767,1.2782,1.2782,,0.13376267042788814
2818,10 jul 2014,1.3643,1.3651,1.359,1.3643,1.3643,,0.1337683557497805
2557,10 jul 2015,1.1063,1.122,1.1056,1.1063,1.1063,,0.11437768576081636
2036,10 jul 2017,1.1406,1.1417,1.1383,1.1404,1.1404,,0.10431277486482748
1777,10 jul 2018,1.1758,1.1763,1.1692,1.1757,1.1757,,0.10628930802296256
1517,10 jul 2019,1.1205,1.1263,1.1203,1.1208,1.1208,,0.10544930061408797
1255,10 jul 2020,1.1289,1.1325,1.1257,1.1288,1.1288,,0.02620887254348082
474,10 jul 2023,1.097,1.0993,1.0945,1.097,1.097,,0.028894082439150582
212,10 jul 2024,1.0815,1.0829,1.0812,1.0815,1.0815,,0.03601712092880919
5422,10 jun 2004,1.2045,1.2116,1.2033,1.2109,1.2109,,0.05011970670305689
5162,10 jun 2005,1.223,1.225,1.2111,1.2137,1.2137,,0.06255331326157221
4386,10 jun 2008,1.5647,1.5655,1.5447,1.5464,1.5464,,0.1874037486284629
4142,10 jun 2009,1.406,1.4143,1.3918,1.3984,1.3984,,0.1823746884849976
3881,10 jun 2010,1.1992,1.2142,1.1959,1.2109,1.2109,,0.15201250935367072
3620,10 jun 2011,1.4512,1.4548,1.4357,1.4516,1.4516,,0.14845570046313375
3100,10 jun 2013,1.3224,1.3241,1.3181,1.3224,1.3224,,0.12736780597937464
2840,10 jun 2014,1.3593,1.3603,1.3538,1.3593,1.3593,,0.09062453861951367
2579,10 jun 2015,1.1293,1.1382,1.1267,1.1299,1.1299,,0.12623338306486073
2317,10 jun 2016,1.1312,1.1324,1.1274,1.1315,1.1315,,0.1432737345084573
1539,10 jun 2019,1.1319,1.1327,1.1292,1.132,1.132,,0.11560764248093659
1277,10 jun 2020,1.1334,1.1389,1.1334,1.1332,1.1332,,0.10181506273631685
1016,10 jun 2021,1.2177,1.2192,1.2145,1.2182,1.2182,,0.038724449641023874
755,10 jun 2022,1.0619,1.0642,1.0508,1.0619,1.0619,,0.05542944163529172
234,10 jun 2024,1.0779,1.0783,1.0734,1.0779,1.0779,,0.06124102383207047
5488,10 mar 2004,1.2426,1.2464,1.2207,1.2232,1.2232,,0.07582589926931431
5228,10 mar 2005,1.3378,1.3451,1.3373,1.3438,1.3438,,0.1166221891408327
4968,10 mar 2006,1.1901,1.1929,1.1867,1.1911,1.1911,,0.11531590089835904
4450,10 mar 2008,1.538,1.5387,1.5323,1.5341,1.5341,,0.17351679169463707
4208,10 mar 2009,1.2622,1.2818,1.2622,1.2717,1.2717,,0.13643949941274353
3947,10 mar 2010,1.3609,1.3677,1.3549,1.3643,1.3643,,0.12758412910703276
3686,10 mar 2011,1.3905,1.3925,1.3795,1.3902,1.3902,,0.12951162882150774
2906,10 mar 2014,1.3878,1.3898,1.3863,1.3879,1.3879,,0.09410631222186926
2645,10 mar 2015,1.0836,1.0837,1.0706,1.0833,1.0833,,0.1301493065674961
2383,10 mar 2016,1.0987,1.116,1.0828,1.0989,1.0989,,0.1590943179375057
2122,10 mar 2017,1.0581,1.0669,1.0581,1.0578,1.0578,,0.16991017332696784
1343,10 mar 2020,1.1397,1.1423,1.1334,1.1398,1.1398,,0.13434910866842525
1082,10 mar 2021,1.1897,1.1925,1.187,1.1898,1.1898,,0.051817439149386864
821,10 mar 2022,1.1073,1.1116,1.0982,1.1074,1.1074,,0.049317725008361867
560,10 mar 2023,1.0585,1.0699,1.0576,1.0585,1.0585,,0.056208878302279025
40,10 mar 2025,1.0861,1.0873,1.0806,1.0861,1.0861,,0.05071140897273912
5445,10 may 2004,1.1895,1.1895,1.1816,1.1846,1.1846,,0.05915240485390593
5185,10 may 2005,1.2856,1.2888,1.282,1.2887,1.2887,,0.0929825951455451
4925,10 may 2006,1.2767,1.2823,1.2754,1.2774,1.2774,,0.10594651008881925
4664,10 may 2007,1.3527,1.3563,1.3471,1.3483,1.3483,,0.1027245199550728
3904,10 may 2010,1.2879,1.3092,1.2764,1.2779,1.2779,,0.058622069223118245
3643,10 may 2011,1.4375,1.4394,1.4275,1.4376,1.4376,,0.06895416593651155
